index,Name,Platform,Year_of_Release,Genre,Publisher,NA_Sales,EU_Sales,JP_Sales,Other_Sales,Global_Sales,User_Score,User_Count,Rating
9985,Die Hard: Vendetta,GC,2002.0,Shooter,NDA Productions,0.09,0.02,0.0,0.0,0.12,7,10.0,M
9986,F1 2002,PS2,2002.0,Racing,Electronic Arts,0.05,0.04,0.02,0.01,0.12,6.4,10.0,E
9987,Every Extend Extra,PSP,2006.0,Shooter,Disney Interactive Studios,0.1,0.0,0.0,0.01,0.12,7.3,9.0,E
9990,Darkspore,PC,2011.0,Role-Playing,Electronic Arts,0.07,0.03,0.0,0.01,0.12,6,133.0,T
9991,Self-Defense Training Camp,X360,2011.0,Sports,Ubisoft,0.08,0.03,0.0,0.01,0.12,5,25.0,T
9995,GT Advance 2: Rally Racing,GBA,2001.0,Racing,THQ,0.08,0.03,0.0,0.0,0.11,6,4.0,E
10004,18 Wheels of Steel: Extreme Trucker 2,PC,2011.0,Racing,Rondomedia,0.08,0.02,0.0,0.01,0.11,8.3,10.0,E
10007,Dead Man's Hand,XB,2004.0,Shooter,Atari,0.09,0.02,0.0,0.0,0.11,8.1,9.0,T
10008,Smash Cars,PS2,2003.0,Racing,Metro 3D,0.06,0.04,0.0,0.01,0.11,9,5.0,E
10009,NASCAR 07,PS2,2006.0,Racing,Electronic Arts,0.06,0.04,0.0,0.01,0.11,8.9,16.0,E
10011,Tecmo Bowl: Kickoff,DS,2008.0,Sports,Tecmo Koei,0.11,0.0,0.0,0.01,0.11,7.3,8.0,E
10012,Lost Horizon,PC,2010.0,Adventure,Deep Silver,0.0,0.1,0.0,0.02,0.11,7.9,27.0,T
10016,Rugby 15,PS4,2015.0,Sports,Bigben Interactive,0.04,0.06,0.0,0.02,0.11,3.4,65.0,E
10021,Puzzle Quest 2,DS,2010.0,Puzzle,D3Publisher,0.1,0.0,0.0,0.01,0.11,5.8,11.0,E10+
10022,Phantasy Star Collection,GBA,2002.0,Role-Playing,Atari,0.08,0.03,0.0,0.0,0.11,8.1,7.0,E
10027,Disney Art Academy,3DS,2016.0,Action,Nintendo,0.02,0.01,0.08,0.0,0.11,6.8,5.0,E
10028,A Witch's Tale,DS,2009.0,Role-Playing,Nippon Ichi Software,0.08,0.0,0.03,0.01,0.11,6.2,9.0,E10+
10031,Hyperdimension Neptunia U: Action Unleashed,PSV,2014.0,Action,Idea Factory International,0.03,0.01,0.06,0.01,0.11,6.8,44.0,T
10032,Retro Game Challenge,DS,2007.0,Action,Namco Bandai Games,0.0,0.0,0.11,0.0,0.11,7.3,15.0,E
10035,Shining Force NEO,PS2,2005.0,Role-Playing,Sega,0.06,0.04,0.0,0.01,0.11,8.1,20.0,T
10042,Monster Madness: Battle for Suburbia,X360,2007.0,Shooter,SouthPeak Games,0.1,0.0,0.0,0.01,0.11,5.2,18.0,T
10052,Blood Drive,X360,2010.0,Racing,Activision,0.09,0.01,0.0,0.01,0.11,6.5,10.0,M
10055,Phantom Dust,XB,2004.0,Action,Microsoft Game Studios,0.08,0.02,0.0,0.0,0.11,8.5,35.0,T
10060,Growlanser Generations,PS2,2003.0,Role-Playing,Atlus,0.06,0.04,0.0,0.01,0.11,7.7,19.0,T
10062,Mega Man Battle Chip Challenge,GBA,2003.0,Misc,Capcom,0.08,0.03,0.0,0.0,0.11,8.3,8.0,E
10063,Fatal Frame: Maiden of Black Water,WiiU,2014.0,Action,Nintendo,0.0,0.03,0.08,0.0,0.11,7.6,226.0,M
10068,Cold Winter,PS2,2005.0,Shooter,Vivendi Games,0.06,0.04,0.0,0.01,0.11,8.2,23.0,M
10069,Ring of Red,PS2,2000.0,Strategy,Konami Digital Entertainment,0.06,0.04,0.0,0.01,0.11,8.7,11.0,T
10071,Stubbs the Zombie in Rebel Without a Pulse,XB,2005.0,Action,THQ,0.08,0.02,0.0,0.0,0.11,8.1,16.0,M
10072,Batman: Dark Tomorrow,XB,2003.0,Action,Kemco,0.08,0.02,0.0,0.0,0.11,3.6,18.0,T
10074,Ping Pals,DS,2004.0,Misc,THQ,0.1,0.0,0.0,0.01,0.11,3.9,26.0,E
10079,The King of Fighters '99,PS,2000.0,Fighting,SNK,0.0,0.0,0.11,0.01,0.11,8.9,39.0,T
10084,Warhammer: Battle March,X360,2008.0,Strategy,Deep Silver,0.09,0.02,0.0,0.01,0.11,6.7,20.0,M
10092,Spy vs Spy,XB,2005.0,Action,Global Star,0.08,0.02,0.0,0.0,0.11,8,8.0,T
10093,Coraline,PS2,2009.0,Action,D3Publisher,0.06,0.04,0.0,0.01,0.11,2,6.0,E10+
10095,Cold Fear,PS2,2005.0,Action,Ubisoft,0.06,0.04,0.0,0.01,0.11,7.7,27.0,M
10097,Zubo,DS,2008.0,Misc,Electronic Arts,0.08,0.02,0.0,0.01,0.11,7.6,75.0,E10+
10101,Murakumo: Renegade Mech Pursuit,XB,2002.0,Shooter,From Software,0.04,0.01,0.06,0.0,0.11,7.5,4.0,T
10103,Gun Metal,XB,2002.0,Shooter,Rage Software,0.08,0.02,0.0,0.0,0.11,7.6,8.0,T
10106,Cory in the House,DS,2007.0,Action,Disney Interactive Studios,0.1,0.0,0.0,0.01,0.11,9.5,1273.0,E
10111,ECW Anarchy Rulz,PS,1999.0,Fighting,Acclaim Entertainment,0.06,0.04,0.0,0.01,0.11,6.3,4.0,E
10112,InuYasha: A Feudal Fairy Tale,PS,2002.0,Fighting,Namco Bandai Games,0.0,0.0,0.1,0.01,0.11,9,74.0,T
10113,Where the Wild Things Are,X360,2009.0,Platform,Warner Bros. Interactive Entertainment,0.1,0.0,0.0,0.01,0.11,5.4,5.0,E10+
10117,Sabrina The Teenage Witch: Potion Commotion,GBA,2002.0,Action,Ubisoft,0.08,0.03,0.0,0.0,0.11,2.8,6.0,E
10122,Yu Yu Hakusho: Tournament Tactics,GBA,2004.0,Strategy,Atari,0.08,0.03,0.0,0.0,0.11,6.8,8.0,E
10127,Dementium II,DS,2010.0,Shooter,SouthPeak Games,0.09,0.01,0.0,0.01,0.11,8.3,31.0,M
10131,BlazBlue: Calamity Trigger Portable,PSP,2010.0,Fighting,PQube,0.07,0.01,0.03,0.01,0.11,7.8,18.0,T
10132,AirForce Delta Strike,PS2,2004.0,Simulation,Konami Digital Entertainment,0.05,0.04,0.0,0.01,0.11,7,6.0,T
10135,Pimp My Ride,Wii,2008.0,Racing,Activision,0.1,0.0,0.0,0.01,0.11,3.8,8.0,T
10137,Capcom vs. SNK 2 EO,GC,2002.0,Fighting,Capcom,0.09,0.02,0.0,0.0,0.11,8.9,27.0,T
10139,Open Season,X360,2006.0,Platform,Ubisoft,0.1,0.0,0.0,0.01,0.11,7.3,9.0,E10+
10152,JASF: Jane's Advanced Strike Fighters,PS3,2011.0,Simulation,Deep Silver,0.07,0.03,0.0,0.01,0.11,3.1,7.0,T
10153,The History Channel: Battle for the Pacific,Wii,2007.0,Shooter,Activision,0.1,0.0,0.0,0.01,0.11,5.3,6.0,T
10157,Cloudy With a Chance of Meatballs,Wii,2009.0,Platform,Ubisoft,0.1,0.0,0.0,0.01,0.11,5.3,4.0,E
10158,The Settlers,DS,2007.0,Action,Ubisoft,0.1,0.0,0.0,0.01,0.11,5.6,7.0,E
10159,Stronghold,PC,2001.0,Strategy,Gathering of Developers,0.0,0.09,0.0,0.02,0.11,8.9,224.0,T
10168,John Daly's ProStroke Golf,PS3,2010.0,Sports,O-Games,0.09,0.01,0.0,0.01,0.11,4.1,8.0,E
10169,XXX,GBA,2002.0,Action,Activision,0.08,0.03,0.0,0.0,0.11,5,4.0,E
10172,Truth or Lies,X360,2010.0,Misc,THQ,0.07,0.03,0.0,0.01,0.11,5.2,6.0,T
10173,Worms Forts: Under Siege,PS2,2004.0,Strategy,Acclaim Entertainment,0.05,0.04,0.0,0.01,0.11,8,15.0,T
10177,Astro Boy: The Video Game,PS2,2009.0,Action,D3Publisher,0.05,0.04,0.0,0.01,0.11,5,4.0,E10+
10178,Gabrielle's Ghostly Groove 3D,3DS,2011.0,Adventure,Funbox Media,0.08,0.02,0.0,0.01,0.11,7.4,9.0,E
10181,Cake Mania,DS,2007.0,Puzzle,Majesco Entertainment,0.09,0.01,0.0,0.01,0.11,6.1,7.0,E
10188,Odama,GC,2006.0,Misc,Nintendo,0.07,0.02,0.02,0.0,0.11,8,17.0,E10+
10192,Naval Ops: Warship Gunner,PS2,2003.0,Simulation,Tecmo Koei,0.05,0.04,0.0,0.01,0.11,8.9,23.0,T
10197,Bionicle Heroes,GC,2006.0,Shooter,Eidos Interactive,0.08,0.02,0.0,0.0,0.11,5.2,5.0,E10+
10198,The King of Fighters 2000/2001,PS2,2003.0,Fighting,Ignition Entertainment,0.05,0.04,0.0,0.01,0.11,8.6,17.0,T
10199,Valkyrie Drive: Bhikkhuni,PSV,2015.0,Action,PQube,0.0,0.03,0.07,0.01,0.11,8.5,11.0,M
10214,Bodycount,PS3,2011.0,Shooter,Codemasters,0.05,0.05,0.0,0.02,0.11,3.5,28.0,M
10216,Ninja Assault,PS2,2002.0,Shooter,Namco Bandai Games,0.05,0.04,0.0,0.01,0.11,5.3,4.0,T
10229,Alias,PS2,2004.0,Action,Acclaim Entertainment,0.05,0.04,0.0,0.01,0.11,8,10.0,T
10232,Calling,Wii,2009.0,Adventure,Konami Digital Entertainment,0.06,0.04,0.0,0.01,0.11,6.7,16.0,T
10234,Night at the Museum: Battle of the Smithsonian,X360,2009.0,Action,Majesco Entertainment,0.07,0.03,0.0,0.01,0.11,7.1,8.0,E10+
10236,Spyborgs,Wii,2009.0,Action,Capcom,0.09,0.01,0.0,0.01,0.11,6.3,6.0,T
10240,NHL Rivals 2004,XB,2003.0,Sports,Microsoft Game Studios,0.08,0.02,0.0,0.0,0.11,8.8,20.0,E
10245,Machinarium,PC,2009.0,Adventure,Daedalic,0.0,0.09,0.0,0.02,0.11,8.8,526.0,
10247,Death Jr.: Root of Evil,Wii,2008.0,Platform,Eidos Interactive,0.1,0.0,0.0,0.01,0.11,8.1,14.0,T
10250,Michael Phelps: Push the Limit,X360,2011.0,Sports,505 Games,0.09,0.01,0.0,0.01,0.11,3.5,6.0,E
10252,Lost in Blue,DS,2005.0,Adventure,Konami Digital Entertainment,0.07,0.02,0.02,0.01,0.11,7.8,21.0,E10+
10262,Constantine,PS2,2005.0,Action,SCi,0.05,0.04,0.0,0.01,0.11,7.4,24.0,M
10264,Dynasty Tactics 2,PS2,2003.0,Strategy,Tecmo Koei,0.05,0.04,0.0,0.01,0.11,9.1,13.0,T
10265,Real World Golf,PS2,2005.0,Sports,Valcon Games,0.05,0.04,0.0,0.01,0.11,6.3,4.0,E
10270,Blazblue: Continuum Shift Extend,PSV,2011.0,Fighting,PQube,0.03,0.05,0.02,0.02,0.11,7.5,97.0,T
10272,Mushroom Men: Rise of the Fungi,DS,2008.0,Action,SouthPeak Games,0.1,0.0,0.0,0.01,0.11,7.3,4.0,E
10278,Frogger: Helmet Chaos,PSP,2005.0,Platform,Konami Digital Entertainment,0.1,0.0,0.0,0.01,0.11,6.4,5.0,E
10290,RIGS: Mechanized Combat League,PS4,2016.0,Action,Sony Computer Entertainment,0.03,0.05,0.01,0.02,0.11,7.9,76.0,T
10320,Cabela's North American Adventures,X360,2010.0,Sports,Activision,0.1,0.0,0.0,0.01,0.11,9,4.0,T
10321,Rengoku: The Tower of Purgatory,PSP,2005.0,Action,Konami Digital Entertainment,0.1,0.0,0.0,0.01,0.11,5.6,22.0,M
10325,Bust-A-Move DS,DS,2005.0,Puzzle,505 Games,0.08,0.02,0.0,0.01,0.11,7,6.0,E
10334,Mega Man Zero 4,GBA,2005.0,Platform,Capcom,0.08,0.03,0.0,0.0,0.11,9.1,21.0,E
10338,DJ Max Fever,PSP,2009.0,Misc,PM Studios,0.09,0.0,0.0,0.01,0.11,6.5,13.0,T
10350,ArmA III,PC,2013.0,Shooter,Bohemia Interactive,0.0,0.1,0.0,0.01,0.11,7.4,866.0,M
10369,Martian Gothic: Unification,PS,2001.0,Adventure,Take-Two Interactive,0.06,0.04,0.0,0.01,0.11,6.1,16.0,M
10374,Tom Clancy's Splinter Cell: Conviction,PC,2010.0,Action,Ubisoft,0.0,0.08,0.0,0.02,0.11,5.2,672.0,M
10385,FlatOut: Ultimate Carnage,X360,2007.0,Racing,Empire Interactive,0.07,0.02,0.0,0.01,0.11,8.8,66.0,T
10387,Digimon Digital Card Battle,PS,1999.0,Strategy,Namco Bandai Games,0.06,0.04,0.0,0.01,0.11,9,44.0,T
10391,Aquapazza: Aquaplus Dream Match,PS3,2012.0,Fighting,Aqua Plus,0.05,0.0,0.05,0.01,0.11,7.8,20.0,T
10393,Stronghold Kingdoms,PC,2011.0,Strategy,DTP Entertainment,0.0,0.1,0.0,0.01,0.11,4.9,89.0,
10395,Lucha Libre AAA: Heroes del Ring,PS3,2010.0,Fighting,Konami Digital Entertainment,0.1,0.0,0.0,0.01,0.11,7.1,10.0,T
10400,Pac-Man and the Ghostly Adventures 2,X360,2014.0,Adventure,Namco Bandai Games,0.05,0.04,0.0,0.01,0.11,6.5,10.0,E10+
10401,Trauma Center: Under the Knife 2,DS,2008.0,Simulation,Atlus,0.1,0.0,0.0,0.01,0.11,8.5,11.0,T
10409,SimCity 2000,GBA,2003.0,Simulation,Zoo Digital Publishing,0.08,0.03,0.0,0.0,0.11,7.8,11.0,E
10416,Mind Zero,PSV,2013.0,Role-Playing,GungHo,0.05,0.0,0.04,0.02,0.1,6,72.0,T
10417,Rocky Balboa,PSP,2007.0,Sports,Ubisoft,0.01,0.09,0.0,0.01,0.1,6.6,11.0,T
10422,Gravity Games Bike: Street Vert Dirt,PS2,2002.0,Sports,Midway Games,0.05,0.04,0.0,0.01,0.1,4.1,27.0,T
10425,Family Feud: 2012 Edition,X360,2011.0,Misc,Ubisoft,0.1,0.0,0.0,0.01,0.1,5.3,6.0,E10+
10428,UFC: Tapout 2,XB,2003.0,Fighting,Capcom,0.08,0.02,0.0,0.0,0.1,7.3,4.0,T
10430,The Book of Unwritten Tales,PC,2009.0,Adventure,HMH Interactive,0.0,0.08,0.0,0.02,0.1,8.2,144.0,T
10434,The Godfather: Mob Wars,PSP,2006.0,Action,Electronic Arts,0.09,0.0,0.0,0.01,0.1,7.9,16.0,M
10440,F1 Career Challenge,PS2,2003.0,Racing,Electronic Arts,0.05,0.04,0.0,0.01,0.1,7.7,15.0,E
10441,Pariah,XB,2005.0,Action,Hip Interactive,0.08,0.02,0.0,0.0,0.1,7.4,19.0,M
10444,Metal Slug 3,XB,2004.0,Shooter,Ignition Entertainment,0.08,0.02,0.0,0.0,0.1,5.1,15.0,T
10447,Sacred 3,PS3,2014.0,Role-Playing,Deep Silver,0.03,0.04,0.03,0.01,0.1,3.4,46.0,M
10451,Banjo-Pilot,GBA,2005.0,Racing,THQ,0.07,0.03,0.0,0.0,0.1,5.9,9.0,E
10452,Gallop Racer 2006,PS2,2005.0,Sports,Tecmo Koei,0.02,0.02,0.06,0.01,0.1,8.3,8.0,E
10453,Wasteland 2,PC,2015.0,Role-Playing,inXile Entertainment,0.03,0.06,0.0,0.01,0.1,7.3,1170.0,M
10454,The First Templar,X360,2011.0,Action,Kalypso Media,0.06,0.04,0.0,0.01,0.1,6.3,26.0,T
10455,Patapon 2,PSP,2008.0,Misc,Sony Computer Entertainment,0.0,0.03,0.06,0.01,0.1,8.3,62.0,E
10457,Frogger: Ancient Shadow,PS2,2005.0,Platform,Konami Digital Entertainment,0.05,0.04,0.0,0.01,0.1,4,5.0,E
10458,Princess Debut,DS,2008.0,Misc,Cave,0.1,0.0,0.0,0.01,0.1,7.4,7.0,E
10465,Escape From Monkey Island,PS2,2001.0,Adventure,LucasArts,0.05,0.04,0.0,0.01,0.1,8.2,11.0,T
10477,Gretzky NHL,PSP,2005.0,Sports,Sony Computer Entertainment,0.1,0.0,0.0,0.01,0.1,7.4,10.0,E
10480,Dropship: United Peace Force,PS2,2002.0,Simulation,Sony Computer Entertainment,0.05,0.04,0.0,0.01,0.1,8.6,10.0,T
10481,Road Rash: Jailbreak,GBA,2003.0,Racing,Zoo Digital Publishing,0.07,0.03,0.0,0.0,0.1,9.3,23.0,T
10482,Syberia,XB,2003.0,Action,Microids,0.08,0.02,0.0,0.0,0.1,7,5.0,T
10485,G1 Jockey 3,PS2,2002.0,Sports,THQ,0.02,0.01,0.07,0.0,0.1,9,10.0,E
10488,Exit DS,DS,2008.0,Puzzle,Square Enix,0.09,0.0,0.01,0.01,0.1,6.7,6.0,E
10491,Riviera: The Promised Land,GBA,2004.0,Role-Playing,Sting,0.07,0.03,0.0,0.0,0.1,9.2,21.0,T
10492,Blades of Time,X360,2012.0,Action,Konami Digital Entertainment,0.07,0.02,0.0,0.01,0.1,6.5,30.0,M
10493,Yggdra Union: We'll Never Fight Alone,PSP,2008.0,Role-Playing,Sting,0.05,0.0,0.04,0.01,0.1,7.9,18.0,T
10498,Bujingai: The Forsaken City,PS2,2003.0,Fighting,505 Games,0.05,0.04,0.0,0.01,0.1,7.5,14.0,T
10500,Universe at War: Earth Assault,X360,2008.0,Action,Sega,0.09,0.01,0.0,0.01,0.1,8.3,57.0,T
10504,Death By Degrees,PS2,2005.0,Action,Sony Computer Entertainment,0.05,0.04,0.0,0.01,0.1,6.2,24.0,M
10509,Rome: Total War,PC,2004.0,Strategy,Activision,0.0,0.09,0.0,0.02,0.1,9.1,1050.0,T
10518,NASCAR The Game: Inside Line,X360,2012.0,Racing,Activision,0.09,0.0,0.0,0.01,0.1,3.4,27.0,E
10520,JU-ON: The Grudge,Wii,2009.0,Action,Rising Star Games,0.07,0.01,0.01,0.01,0.1,5.6,34.0,M
10522,Colin McRae Rally 04,XB,2004.0,Racing,Codemasters,0.08,0.02,0.0,0.0,0.1,8.1,19.0,E
10528,The Sims 4: City Living,PC,2016.0,Simulation,Electronic Arts,0.02,0.08,0.0,0.01,0.1,5.7,30.0,T
10538,Miami Law,DS,2009.0,Adventure,Konami Digital Entertainment,0.09,0.0,0.0,0.01,0.1,8.8,4.0,T
10553,Baten Kaitos Origins,GC,2006.0,Role-Playing,Unknown,0.06,0.02,0.02,0.0,0.1,8.9,23.0,T
10554,E·O·E: Eve of Extinction,PS2,2002.0,Fighting,Eidos Interactive,0.04,0.03,0.02,0.01,0.1,7.2,6.0,T
10565,RLH: Run Like Hell,PS2,2002.0,Shooter,Virgin Interactive,0.05,0.04,0.0,0.01,0.1,8.2,9.0,M
10568,Scribblenauts Unmasked: A DC Comics Adventure,WiiU,2013.0,Puzzle,Warner Bros. Interactive Entertainment,0.09,0.0,0.0,0.01,0.1,6.3,39.0,E10+
10569,The Ant Bully,PS2,2006.0,Platform,Midway Games,0.05,0.04,0.0,0.01,0.1,4.2,6.0,E10+
10572,Monster Rancher EVO,PS2,2005.0,Role-Playing,Tecmo Koei,0.02,0.02,0.05,0.01,0.1,6.8,8.0,E10+
10579,The Whispered World,PC,2009.0,Adventure,Deep Silver,0.0,0.08,0.0,0.02,0.1,7.6,77.0,E
10583,Alvin and the Chipmunks: Chipwrecked,X360,2011.0,Misc,505 Games,0.09,0.01,0.0,0.01,0.1,5.1,8.0,E10+
10585,Agatha Christie: The ABC Murders,DS,2009.0,Adventure,JoWood Productions,0.08,0.01,0.0,0.01,0.1,6.5,4.0,T
10588,Help Wanted: 50 Wacky Jobs,Wii,2008.0,Simulation,Hudson Soft,0.06,0.03,0.0,0.01,0.1,7,5.0,E10+
10590,Beach Spikers: Virtua Beach Volleyball,GC,2002.0,Sports,Sega,0.08,0.02,0.0,0.0,0.1,8.1,9.0,E
10591,Draglade,DS,2007.0,Fighting,505 Games,0.09,0.0,0.0,0.01,0.1,7.5,4.0,E10+
10596,Jade Cocoon 2,PS2,2001.0,Role-Playing,Ubisoft,0.05,0.04,0.0,0.01,0.1,7.8,22.0,T
10601,Mana Khemia: Student Alliance,PSP,2008.0,Role-Playing,Nippon Ichi Software,0.06,0.0,0.03,0.01,0.1,5.3,37.0,E10+
10615,NFL Tour,X360,2008.0,Sports,Electronic Arts,0.09,0.0,0.0,0.01,0.1,3.1,45.0,E
10618,Sudoku Mania,DS,2006.0,Puzzle,Zoo Digital Publishing,0.09,0.0,0.0,0.01,0.1,3.5,4.0,E
10619,Codename: Kids Next Door: Operation V.I.D.E.O.G.A.M.E.,PS2,2005.0,Platform,Global Star,0.05,0.04,0.0,0.01,0.1,8,11.0,E10+
10628,Alien Hominid,PS2,2004.0,Shooter,Zoo Digital Publishing,0.05,0.04,0.0,0.01,0.1,8.3,13.0,T
10643,Myst,DS,2007.0,Adventure,Midway Games,0.09,0.0,0.0,0.01,0.1,3.5,6.0,E
10653,Bullet Witch,X360,2006.0,Shooter,Atari,0.07,0.01,0.02,0.01,0.1,6.1,41.0,M
10656,Rolling Stone: Drum King,Wii,2009.0,Misc,505 Games,0.09,0.0,0.0,0.01,0.1,1.8,4.0,T
10657,NBA Ballers: Rebound,PSP,2006.0,Sports,Midway Games,0.09,0.0,0.0,0.01,0.1,7.7,7.0,E
10659,Silent Scope Complete,XB,2004.0,Shooter,Konami Digital Entertainment,0.07,0.02,0.0,0.0,0.1,7.4,5.0,M
10660,King's Field: The Ancient City,PS2,2001.0,Role-Playing,Metro 3D,0.05,0.04,0.0,0.01,0.1,8.5,13.0,T
10677,Sneakers,XB,2002.0,Puzzle,Microsoft Game Studios,0.07,0.02,0.0,0.0,0.1,4.6,8.0,E
10684,Contact,DS,2006.0,Role-Playing,Rising Star Games,0.07,0.0,0.03,0.01,0.1,8.2,35.0,E10+
10693,Harvey Birdman: Attorney at Law,PSP,2008.0,Adventure,Capcom,0.09,0.0,0.0,0.01,0.1,8,8.0,T
10703,Opoona,Wii,2007.0,Role-Playing,Tecmo Koei,0.08,0.0,0.01,0.01,0.1,7.7,14.0,E10+
10704,Big League Sports,Wii,2008.0,Sports,Activision,0.09,0.01,0.0,0.01,0.1,1.4,10.0,E
10706,Universal Studios Theme Parks Adventure,GC,2001.0,Misc,Kemco,0.08,0.02,0.0,0.0,0.1,2.9,11.0,T
10708,Steins;Gate,PSV,2013.0,Adventure,PQube,0.04,0.04,0.0,0.02,0.1,9.2,87.0,M
10721,Star Trek: Shattered Universe,PS2,2004.0,Simulation,Global Star,0.05,0.04,0.0,0.01,0.1,8.3,18.0,E
10725,Ultra Street Fighter IV,PS4,2015.0,Fighting,Capcom,0.0,0.08,0.0,0.01,0.1,5.9,94.0,T
10726,EVE: Valkyrie,PS4,2016.0,Shooter,CCP,0.03,0.05,0.0,0.02,0.1,6.3,37.0,T
10727,Dragon Ball: Evolution,PSP,2009.0,Fighting,Namco Bandai Games,0.09,0.0,0.0,0.01,0.1,0.9,50.0,T
10729,The Crew: Wild Run,PS4,2015.0,Action,Ubisoft,0.0,0.08,0.0,0.01,0.1,6.8,50.0,T
10737,Natural Doctrine,PS4,2014.0,Role-Playing,Nippon Ichi Software,0.05,0.02,0.02,0.01,0.1,6,79.0,M
10740,MotoGP 07,PS2,2007.0,Racing,Capcom,0.05,0.04,0.0,0.01,0.1,9.1,7.0,E
10748,Cubic Ninja,3DS,2011.0,Platform,Ubisoft,0.05,0.04,0.0,0.01,0.1,5.9,14.0,E
10755,Harvest Moon: Frantic Farming,DS,2009.0,Puzzle,Rising Star Games,0.08,0.0,0.0,0.01,0.1,6.8,6.0,E
10758,Blue Dragon: Awakened Shadow,DS,2009.0,Role-Playing,Namco Bandai Games,0.06,0.0,0.03,0.0,0.1,6.6,10.0,E10+
10760,Shining Force EXA,PS2,2007.0,Role-Playing,Sega,0.0,0.0,0.1,0.0,0.1,7.3,17.0,E10+
10764,Digimon World DS,DS,2006.0,Role-Playing,Namco Bandai Games,0.09,0.0,0.0,0.01,0.1,7.6,27.0,E10+
10770,Guilty Gear Isuka,PS2,2004.0,Fighting,505 Games,0.05,0.04,0.0,0.01,0.1,7.5,13.0,T
10775,Tornado Outbreak,Wii,2009.0,Action,Konami Digital Entertainment,0.09,0.0,0.0,0.01,0.1,8.2,5.0,E10+
10784,Operation Abyss: New Tokyo Legacy,PSV,2014.0,Role-Playing,Nippon Ichi Software,0.02,0.0,0.06,0.01,0.1,7.3,24.0,M
10786,Man vs. Wild,X360,2011.0,Action,Crave Entertainment,0.09,0.0,0.0,0.01,0.1,4.6,8.0,T
10789,MotoGP 2,XB,2003.0,Racing,THQ,0.07,0.02,0.0,0.0,0.1,8.5,14.0,E
10792,iCarly 2: iJoin The Click!,Wii,2010.0,Adventure,Activision,0.08,0.01,0.0,0.01,0.1,9,10.0,E
10798,Heatseeker,Wii,2007.0,Action,Codemasters,0.08,0.0,0.0,0.01,0.1,6.2,32.0,T
10799,Ar tonelico: Melody of Elemia,PS2,2006.0,Role-Playing,505 Games,0.0,0.0,0.1,0.0,0.1,7.7,43.0,T
10801,Castlevania Double Pack,GBA,2006.0,Platform,Konami Digital Entertainment,0.07,0.03,0.0,0.0,0.1,8.4,12.0,T
10803,Samurai Warriors 4: Empires,PS4,2015.0,Action,Tecmo Koei,0.02,0.01,0.06,0.01,0.1,6.5,15.0,T
10806,Steel Battalion,XB,2002.0,Simulation,Microsoft Game Studios,0.05,0.02,0.02,0.0,0.1,8.5,20.0,T
10810,Power Stone Collection,PSP,2006.0,Action,Capcom,0.08,0.0,0.0,0.01,0.1,6.8,6.0,T
10811,Cartoon Network: Punch Time Explosion,3DS,2011.0,Fighting,Deep Silver,0.07,0.02,0.0,0.01,0.1,5.9,28.0,E10+
10814,"Blast Works: Build, Trade, Destroy",Wii,2008.0,Shooter,Eidos Interactive,0.09,0.0,0.0,0.01,0.1,7.7,17.0,E
10817,SNK vs. Capcom Card Fighters DS,DS,2006.0,Strategy,Ignition Entertainment,0.09,0.0,0.0,0.01,0.1,4.8,6.0,T
10819,Medieval II: Total War,PC,2006.0,Strategy,Sega,0.0,0.08,0.0,0.02,0.1,8.9,648.0,T
10821,Darkest of Days,X360,2009.0,Shooter,Phantom EFX,0.09,0.0,0.0,0.01,0.1,4.8,76.0,M
10824,NASCAR,PSP,2006.0,Racing,Electronic Arts,0.09,0.0,0.0,0.01,0.1,5.3,6.0,E
10828,Rio,X360,2011.0,Misc,THQ,0.05,0.03,0.0,0.01,0.09,7,7.0,E10+
10834,Disney's Aladdin in Nasira's Revenge,PS,2000.0,Action,Sony Computer Entertainment,0.05,0.04,0.0,0.01,0.09,8.3,7.0,E
10840,Barnyard,PS2,2006.0,Action,THQ,0.05,0.04,0.0,0.01,0.09,8.7,10.0,E10+
10847,Glory Days 2,DS,2007.0,Strategy,Ghostlight,0.08,0.0,0.0,0.01,0.09,7.3,6.0,E10+
10849,Brain Age: Concentration Training,3DS,2012.0,Puzzle,Nintendo,0.09,0.0,0.0,0.01,0.09,7.9,17.0,E
10857,Hakuoki: Demon of the Fleeting Blossom,PSP,2009.0,Adventure,Idea Factory,0.08,0.0,0.0,0.01,0.09,8.3,30.0,M
10859,Speed Kings,PS2,2003.0,Racing,Acclaim Entertainment,0.05,0.04,0.0,0.01,0.09,7.8,6.0,E
10860,Dungeons,PC,2011.0,Strategy,Kalypso Media,0.07,0.02,0.0,0.01,0.09,4.6,106.0,M
10861,Little League World Series Baseball 2008,Wii,2008.0,Sports,Activision,0.09,0.0,0.0,0.01,0.09,8,6.0,E
10862,Winter Stars,X360,2011.0,Sports,Deep Silver,0.05,0.03,0.0,0.01,0.09,6.5,4.0,E
10874,Burnout Paradise: The Ultimate Box,PC,2009.0,Racing,Electronic Arts,0.0,0.08,0.0,0.01,0.09,7.5,435.0,E10+
10877,Forever Kingdom,PS2,2001.0,Role-Playing,From Software,0.02,0.02,0.04,0.01,0.09,7.8,6.0,T
10878,Blitz: Overtime,PSP,2006.0,Sports,Midway Games,0.09,0.0,0.0,0.01,0.09,7.5,4.0,M
